SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,YearsOld
2321,4,3,Rural,1977,229050.9289,45
2527,3,2,Rural,1989,337931.6757,33
2868,5,3,Urban,2020,287364.3403,2
2784,5,2,Urban,1987,306837.5235,35
2708,4,1,Urban,1987,295932.6643,35
1356,4,1,Suburb,1953,155796.3783,69
2478,5,2,Suburb,1969,184347.1695,53
1400,2,1,Urban,1984,125450.8153,38
1895,5,3,Suburb,1951,173225.5237,71
2582,3,3,Suburb,1989,295754.6482,33
1989,2,3,Urban,2015,253758.6788,7
1708,2,2,Urban,1970,160670.4215,52
2943,4,3,Suburb,1966,286651.0767,56
2478,4,1,Urban,1970,294236.7207,52
2914,5,3,Rural,1989,416288.2114,33
2057,5,3,Urban,1981,279761.943,41
2789,4,2,Suburb,2021,303473.7932,1
1247,5,1,Rural,2007,194007.5722,15
1945,2,3,Urban,1972,159302.4009,50
1041,5,1,Urban,1997,202264.1837,25
1800,2,2,Rural,2020,121001.9261,2
1122,4,2,Suburb,1957,181981.9773,65
1026,5,3,Suburb,1999,253897.8536,23
2485,2,3,Suburb,1982,243707.6949,40
1570,3,1,Rural,2004,187570.2513,18
2170,3,3,Urban,1972,260543.0232,50
1495,3,2,Rural,2003,171717.8562,19
2650,2,2,Rural,2003,337430.7498,19
1485,5,2,Suburb,2001,80602.49811,21
2483,3,2,Urban,1992,293949.6989,30
1898,4,2,Rural,2012,323369.3037,10
1710,4,3,Urban,2016,186353.4922,6
2151,4,1,Rural,1963,310883.5285,59
1375,3,3,Suburb,1951,42185.76502,71
1664,3,3,Rural,2019,195867.402,3
2904,5,1,Suburb,2006,405556.1176,16
1782,2,3,Urban,1983,215317.4988,39
1850,4,1,Urban,1975,208488.5268,47
2979,5,2,Rural,1974,343027.7031,48
2106,2,2,Urban,2010,159543.9876,12
2558,3,2,Rural,2017,261075.255,5
2546,2,2,Suburb,2008,404843.669,14
2722,4,2,Rural,1968,309709.6088,54
2651,2,1,Suburb,1951,271127.6501,71
1673,2,3,Rural,1996,217259.9789,26
2126,3,1,Suburb,1999,186213.3112,23
2778,3,1,Rural,1979,239909.4517,43
2542,5,1,Urban,2003,209116.888,19
1361,3,1,Suburb,1965,96833.83287,57
1683,3,1,Urban,1988,114585.932,34
2279,4,2,Suburb,1988,316717.3714,34
1246,4,3,Rural,2000,181705.5082,22
2215,2,2,Rural,1981,242655.9913,41
2649,4,1,Suburb,1973,282272.6376,49
1534,5,3,Urban,1990,104200.3459,32
2893,5,1,Suburb,1958,244892.8173,64
1313,2,2,Suburb,2006,191784.9597,16
2299,5,2,Rural,1984,239486.88,38
2946,5,1,Suburb,1989,286451.3984,33
2396,3,3,Urban,2016,250857.6903,6
1443,2,1,Suburb,1989,178249.915,33
2671,5,3,Rural,1965,360489.7076,57
1868,2,1,Suburb,2016,132208.6675,6
2218,5,3,Suburb,1976,310737.1568,46
2281,4,1,Suburb,1965,253209.3918,57
2813,2,2,Suburb,1957,281782.5646,65
1581,4,1,Urban,2017,203842.8838,5
1870,2,3,Suburb,1970,220027.4523,52
2383,4,3,Rural,2019,176069.7816,3
1547,3,2,Rural,1956,144075.4151,66
2131,4,3,Suburb,1962,257946.5858,60
2047,5,3,Rural,1989,140722.9384,33
2675,3,3,Suburb,1995,310708.225,27
1464,4,2,Suburb,1983,77652.8455,39
2045,3,1,Urban,1961,217479.2007,61
1501,3,2,Rural,1985,175073.8947,37
1850,5,2,Suburb,1969,323119.6794,53
2864,4,1,Urban,2014,304753.6649,8
1715,3,3,Suburb,1967,198473.1757,55
1891,5,1,Rural,2000,221297.7672,22
2759,2,2,Rural,1994,360489.0727,28
1500,2,1,Urban,1996,198795.6644,26
1734,3,2,Urban,2013,158362.9922,9
1592,3,1,Rural,1952,166097.6091,70
1406,3,2,Suburb,1990,204192.2265,32
2353,5,3,Suburb,1978,363706.3592,44
1702,5,1,Rural,1984,179447.1432,38
1285,4,1,Suburb,2002,171261.9291,20
1146,2,1,Urban,2020,118462.5863,2
1793,3,3,Suburb,1963,268626.5089,59
1383,3,1,Suburb,1982,201474.51,40
1010,5,1,Rural,1997,106888.5629,25
1275,5,1,Rural,1977,187884.0191,45
1885,4,2,Suburb,2002,96215.90337,20
2591,2,2,Urban,1999,327305.3098,23
2708,3,1,Rural,1973,212188.1715,49
1963,5,3,Suburb,2002,228103.0579,20
1302,2,2,Urban,1982,148849.583,40
1203,4,3,Suburb,1992,168818.5144,30
1344,2,3,Suburb,1992,106940.1493,30
2783,3,3,Urban,1987,312658.3,35
1825,5,1,Rural,2017,218562.5119,5
2289,3,3,Suburb,1954,294712.534,68
1021,2,3,Rural,1955,91181.55486,67
1838,5,3,Suburb,1986,255145.9342,36
1535,4,1,Urban,1987,99237.61859,35
2729,4,2,Urban,1957,347033.5908,65
2119,5,2,Suburb,1950,203004.8675,72
1980,4,3,Rural,1979,167616.0103,43
2468,4,2,Rural,1971,322451.8332,51
1262,5,1,Rural,1992,88302.89869,30
1583,3,1,Rural,1977,192082.696,45
2012,2,1,Suburb,2019,215021.8099,3
2778,3,2,Suburb,2010,358451.3884,12
1382,2,3,Urban,1994,162694.971,28
2573,2,3,Suburb,1966,276301.9126,56
1916,5,3,Suburb,1965,175972.3782,57
1391,4,2,Suburb,1977,187982.1926,45
1888,4,3,Suburb,1962,215892.2824,60
2624,2,2,Suburb,1976,256206.7901,46
1539,2,2,Rural,1966,125461.0799,56
2115,5,3,Suburb,1959,305680.2427,63
1565,2,1,Rural,1995,160208.1578,27
2182,3,3,Urban,1984,211785.7237,38
1883,2,1,Urban,2001,326071.1238,21
1227,3,1,Rural,1987,73992.99752,35
1472,5,1,Suburb,1995,127963.4342,27
1371,2,2,Rural,1991,144573.4952,31
2399,4,2,Suburb,1986,258537.4834,36
2576,5,1,Urban,1975,239525.5898,47
1036,2,1,Urban,1998,108611.859,24
2660,2,1,Suburb,2012,251475.1402,10
2957,3,3,Urban,1995,307784.4286,27
1690,2,1,Urban,2002,174302.9909,20
1843,3,2,Suburb,1975,250156.3385,47
2060,3,1,Suburb,1981,198747.6335,41
1100,4,3,Rural,1989,99542.25901,33
2566,4,3,Urban,2010,344780.6934,12
2213,4,1,Rural,2019,220374.0199,3
2535,5,1,Suburb,1991,240985.9568,31
1657,4,3,Rural,2013,149433.6043,9
1089,3,1,Urban,1996,194991.2699,26
2029,2,3,Urban,2010,251225.8343,12
1904,3,3,Rural,1987,215434.8824,35
2162,4,2,Urban,1960,143218.141,62
1094,2,1,Suburb,1982,143987.2609,40
2654,3,2,Urban,1957,240666.8944,65
2901,2,2,Suburb,2002,372415.4076,20
1631,3,1,Rural,1987,255614.1918,35
2409,2,2,Urban,2021,243917.7854,1
1122,2,2,Urban,1960,43073.45697,62
2308,4,2,Rural,1982,225988.3972,40
1365,5,3,Rural,1956,69416.67644,66
2912,4,2,Suburb,1958,383941.4278,64
1690,2,3,Urban,1959,190927.1011,63
2513,2,1,Urban,1952,212252.9134,70
1324,4,3,Suburb,1972,99059.11936,50
1406,3,1,Urban,1977,127370.2631,45
1995,2,1,Rural,2001,244871.8082,21
1518,3,2,Suburb,1992,134561.7135,30
1895,4,1,Rural,1957,277211.0681,65
2847,5,3,Urban,2005,329599.0905,17
2662,5,3,Suburb,1990,330819.7583,32
1076,2,2,Urban,2005,101767.8771,17
1233,3,2,Urban,1975,240282.9979,47
1829,4,2,Urban,1952,249130.0528,70
1585,2,1,Rural,1975,151266.0384,47
1483,5,1,Suburb,1972,190843.749,50
2487,5,1,Rural,1982,183800.0336,40
1270,3,1,Urban,1961,122313.7271,61
2844,2,2,Urban,1955,285248.2187,67
1938,3,1,Rural,1995,256917.7415,27
2490,3,3,Suburb,2017,374769.6285,5
1468,2,3,Rural,1985,202533.6468,37
1631,4,2,Urban,1950,131329.5756,72
1546,5,2,Rural,1981,228371.2218,41
1718,2,3,Rural,1985,180571.2066,37
2007,5,1,Suburb,1982,228010.1339,40
1269,4,1,Suburb,2001,67869.45474,21
1604,5,2,Urban,1992,197220.0966,30
1964,5,2,Suburb,1954,189569.7479,68
1377,3,3,Rural,1966,122882.9837,56
1176,3,3,Rural,2013,279214.4532,9
1273,3,2,Urban,1963,65501.73978,59
2714,4,1,Rural,1959,433777.2486,63
2664,3,3,Suburb,2003,277377.4297,19
1636,5,1,Urban,1984,211858.7609,38
1026,5,1,Suburb,2007,161247.7973,15
1575,5,2,Suburb,1972,213976.4874,50
1059,2,1,Urban,1993,13384.48067,29
1730,5,2,Rural,1989,124688.188,33
2240,3,2,Rural,1990,250413.3057,32
2704,4,1,Suburb,1968,291727.0449,54
1660,4,3,Urban,1985,251832.0316,37
1269,5,1,Urban,1976,13770.14992,46
2139,5,2,Rural,1952,241484.8282,70
1244,2,1,Suburb,1954,92538.48064,68
1659,5,3,Rural,1954,201134.6903,68
2627,5,1,Urban,2019,305180.2282,3
1084,5,1,Urban,2014,162984.553,8
2622,2,2,Suburb,1980,329426.052,42
1906,4,1,Rural,1992,242634.7744,30
2655,5,1,Suburb,1992,271811.4212,30
2473,4,1,Urban,2008,320114.7757,14
2875,2,3,Rural,1981,343437.2567,41
1535,2,1,Rural,1956,148447.2735,66
2910,5,1,Urban,1981,395240.3085,41
1088,2,1,Suburb,1954,244073.677,68
1548,2,3,Rural,2021,156063.4626,1
1853,4,1,Suburb,1959,216296.3064,63
1894,3,1,Suburb,1977,249051.5309,45
1506,4,1,Suburb,2003,157596.8202,19
1407,5,3,Rural,1977,162316.9565,45
2294,2,2,Rural,1974,280257.2429,48
1523,5,2,Urban,2002,259929.4706,20
2517,4,2,Rural,1983,188555.2763,39
1606,2,1,Rural,2019,171832.2689,3
2002,5,3,Urban,2007,253653.0616,15
1447,5,2,Rural,1950,164041.2152,72
1542,4,3,Rural,1993,255537.3624,29
1948,5,3,Rural,1970,241613.0149,52
1349,2,1,Urban,1958,109174.7297,64
2768,5,1,Urban,1998,348009.215,24
1851,2,3,Rural,1953,120506.2006,69
1327,5,2,Rural,1983,129123.4485,39
2835,4,3,Suburb,2014,241130.8353,8
2309,2,2,Suburb,2005,140242.5895,17
2058,5,3,Suburb,1991,250200.3991,31
2556,3,2,Urban,1955,282852.213,67
1622,2,2,Suburb,2017,207630.1067,5
1487,2,3,Urban,1962,179625.2214,60
2854,2,3,Suburb,2014,197070.4324,8
2883,3,3,Rural,2001,304384.0372,21
1486,4,3,Urban,1959,229418.1853,63
1144,5,3,Rural,2008,192524.0375,14
2547,3,2,Urban,1955,353060.7127,67
1755,5,2,Suburb,1999,117551.6294,23
1145,3,3,Suburb,1962,176650.5815,60
2020,3,2,Rural,2018,188126.0093,4
2774,5,2,Rural,1975,310876.8748,47
2526,5,2,Urban,1996,293349.3375,26
2627,5,2,Suburb,2000,280190.7132,22
1827,4,2,Rural,1956,212029.4651,66
2858,2,2,Urban,2015,363652.0505,7
1626,3,3,Rural,1990,161709.2471,32
2550,2,2,Rural,2012,274914.1962,10
2295,5,3,Urban,1990,222560.1153,32
1533,5,1,Urban,1958,212994.2713,64
1629,3,2,Suburb,1958,192872.3724,64
1880,3,3,Rural,2015,230422.1196,7
2118,3,2,Suburb,2012,278957.947,10
2470,3,1,Urban,1984,310614.533,38
1414,3,3,Urban,2019,179840.7654,3
1256,5,1,Urban,1956,126181.4016,66
2866,3,1,Suburb,2015,345243.7458,7
2285,4,1,Urban,1955,225137.7629,67
1086,2,2,Suburb,2016,46379.34808,6
1904,2,3,Urban,2013,218275.1747,9
2459,4,2,Suburb,2011,227829.0021,11
2999,3,2,Rural,1987,372175.332,35
2853,5,1,Suburb,1996,328131.6442,26
1569,5,2,Suburb,1976,292856.2805,46
1741,4,3,Suburb,1995,288589.9265,27
1107,4,3,Urban,2020,142104.1234,2
2042,4,1,Suburb,2021,250839.3687,1
2388,2,2,Rural,1967,334174.3403,55
2676,4,2,Suburb,1993,281009.8623,29
2402,5,1,Suburb,2020,217041.1227,2
1159,3,2,Urban,1991,99080.95697,31
1099,5,1,Rural,2019,97534.90018,3
1264,4,2,Urban,1995,123133.1877,27
2773,5,3,Rural,2001,238344.549,21
1749,2,1,Rural,1965,250050.5363,57
2072,5,1,Rural,1967,233214.2831,55
1676,2,2,Rural,1992,141029.3606,30
1798,3,3,Rural,2012,160975.6319,10
2438,4,3,Rural,2004,296945.7042,18
2082,3,1,Urban,1973,173428.1532,49
1182,4,1,Rural,1974,250858.3014,48
1658,3,3,Rural,2015,162404.7758,7
2470,3,2,Rural,1955,270246.9168,67
2921,3,1,Suburb,1988,227982.5313,34
2324,2,2,Urban,1960,210002.2763,62
1607,2,2,Suburb,1963,205801.6678,59
2578,5,2,Urban,1983,332043.6218,39
2377,5,3,Suburb,1979,327041.3064,43
2792,5,2,Urban,2006,264574.0946,16
2236,4,2,Suburb,1996,255028.5194,26
2212,2,1,Urban,1969,246337.253,53
1642,3,1,Rural,1974,211863.6172,48
1346,5,3,Rural,1977,178274.9601,45
1811,2,1,Suburb,1962,260257.4496,60
2926,2,1,Suburb,2005,316040.8995,17
1800,4,2,Urban,1998,217744.967,24
2160,3,3,Rural,1972,197808.3537,50
2053,2,3,Suburb,2013,361177.1007,9
1145,2,1,Urban,1964,87761.72085,58
2847,5,3,Rural,2010,325586.9881,12
2491,4,3,Rural,1997,329354.0349,25
2640,4,1,Rural,2003,361730.5234,19
1502,3,3,Suburb,2000,188184.3475,22
1798,4,3,Urban,1976,204481.0097,46
1967,3,3,Rural,1999,218634.1947,23
2214,3,1,Urban,2014,313383.664,8
1470,5,3,Urban,1984,254383.3167,38
1689,5,2,Urban,1964,219933.5738,58
2368,2,2,Urban,2021,272364.3539,1
2774,5,1,Urban,1990,244940.224,32
1000,2,1,Rural,2020,160017.4245,2
1109,2,2,Rural,2011,121553.2805,11
2873,2,3,Rural,1992,264436.8506,30
2810,2,1,Suburb,1956,160267.9809,66
2906,3,1,Suburb,2007,282781.3288,15
1893,2,3,Suburb,1955,227994.5318,67
2769,2,1,Rural,1970,302755.7064,52
2087,2,3,Suburb,2020,226092.0009,2
1755,3,1,Suburb,1974,160468.931,48
1052,4,2,Urban,1960,121688.7116,62
1261,4,2,Suburb,2008,163799.3855,14
2552,2,1,Urban,1989,310992.2424,33
2325,4,3,Rural,1994,312100.3469,28
2991,5,2,Urban,2018,330507.6969,4
1885,5,2,Urban,1990,251294.5866,32
1233,5,1,Urban,2011,162485.44,11
1072,5,2,Urban,2017,110799.2332,5
2380,3,3,Suburb,2015,197281.4384,7
1950,2,3,Suburb,2017,278338.9282,5
2626,3,2,Suburb,1975,302428.2632,47
1483,3,1,Urban,1968,112388.83,54
2029,2,3,Rural,1990,294525.6339,32
2733,3,3,Rural,1994,330595.9767,28
1876,2,3,Suburb,1964,347523.8039,58
2731,3,2,Rural,1966,352749.8956,56
2831,4,3,Suburb,1999,312194.288,23
1858,4,3,Urban,2017,174031.3078,5
2857,5,2,Urban,1988,260567.154,34
1136,4,2,Urban,2018,166989.4998,4
1778,5,2,Suburb,2015,232684.482,7
2427,5,1,Rural,2021,267345.5312,1
1627,5,1,Urban,1981,216261.952,41
1554,3,2,Suburb,2005,153285.5871,17
1742,2,1,Suburb,1974,164372.5471,48
1569,4,3,Rural,2003,213412.3624,19
2229,2,1,Urban,1962,204834.5546,60
1409,4,1,Suburb,1995,183695.3774,27
2829,4,3,Suburb,1991,292910.2145,31
2629,3,2,Suburb,2004,232999.488,18
2059,4,3,Rural,1973,231936.6692,49
1229,2,3,Suburb,2008,143452.0976,14
2250,2,3,Urban,1976,280112.0547,46
2718,4,2,Rural,1994,315775.624,28
1261,2,1,Rural,2013,193180.2226,9
2154,5,3,Rural,1957,300983.5698,65
2600,2,3,Urban,1952,234302.2256,70
1891,5,1,Suburb,1964,252726.5209,58
1447,5,1,Suburb,1982,171215.9258,40
1185,2,3,Rural,1999,188364.5741,23
2652,5,3,Suburb,1997,269920.243,25
2209,2,3,Rural,2013,200879.6647,9
2297,2,1,Urban,2002,184463.0493,20
2686,4,3,Rural,1998,334312.7393,24
1351,2,2,Urban,2020,130842.9435,2
2436,2,1,Rural,2011,234008.1082,11
2174,4,2,Suburb,1968,304239.8974,54
1383,3,1,Rural,1966,168732.4317,56
2059,2,3,Urban,2006,250466.4335,16
1325,3,1,Suburb,2006,48179.11601,16
1464,3,1,Suburb,2020,199727.0596,2
1465,4,3,Rural,2019,209244.0918,3
2118,3,1,Rural,2020,283937.7958,2
2157,3,3,Suburb,1972,303397.6227,50
1161,5,3,Rural,1953,174848.0971,69
1555,3,1,Rural,2019,90061.1837,3
1299,4,2,Rural,2000,142662.9298,22
2818,2,3,Rural,2015,324883.9673,7
1355,5,3,Rural,1957,171724.1311,65
2263,4,3,Suburb,1953,248845.1334,69
1563,4,3,Rural,1994,233783.2775,28
2961,5,2,Rural,1958,291665.0571,64
1792,5,3,Urban,1995,202145.7079,27
2022,4,2,Suburb,2002,223984.5819,20
1585,2,2,Urban,1980,289531.5238,42
2830,3,3,Urban,1952,209605.0294,70
1749,2,1,Suburb,1975,256842.6068,47
2190,3,2,Rural,1952,184724.1417,70
1139,2,1,Suburb,1980,126569.9151,42
2162,5,3,Suburb,1951,279246.8473,71
2904,5,1,Urban,2003,339881.6388,19
1234,5,1,Suburb,2006,146764.0489,16
2026,4,3,Suburb,1978,283339.3861,44
1255,4,1,Suburb,1969,142890.4994,53
1370,3,3,Suburb,2010,143113.3178,12
1277,5,1,Urban,1952,169486.5928,70
1515,4,2,Rural,1985,162906.9871,37
1903,4,3,Suburb,1964,205780.9809,58
2805,5,1,Rural,1983,361313.5745,39
2235,2,2,Suburb,2004,258221.8882,18
2239,5,2,Urban,2010,230926.8779,12
1269,3,1,Suburb,1989,157964.1263,33
1475,5,1,Rural,1962,64379.3768,60
2551,2,1,Urban,1951,273652.4658,71
1927,2,2,Rural,2008,233854.7807,14
1063,5,3,Rural,2007,160315.3087,15
2774,4,1,Rural,1966,235094.9909,56
1459,2,2,Suburb,2017,151834.8725,5
2039,3,1,Rural,2003,251789.7217,19
1563,4,2,Suburb,1975,218442.8659,47
2042,3,1,Suburb,1993,246057.6611,29
2348,3,1,Rural,2021,244840.3871,1
1907,3,1,Urban,1974,148789.5172,48
1092,3,1,Urban,1959,69425.38471,63
1772,2,1,Suburb,2012,228449.5289,10
1809,4,3,Suburb,2013,258181.0136,9
2040,5,2,Urban,1968,182554.2204,54
2646,2,1,Rural,1973,254893.8342,49
1839,4,1,Urban,1997,223267.5139,25
2895,5,1,Urban,1977,334222.9763,45
1487,5,2,Urban,1987,202636.3893,35
2117,2,2,Suburb,1952,233699.8888,70
2033,4,3,Urban,1990,189673.989,32
2747,3,2,Rural,1955,328185.2222,67
1748,3,1,Rural,1985,225972.3159,37
2789,5,2,Urban,1990,270143.7213,32
1527,2,1,Suburb,1951,216887.8471,71
2512,2,3,Suburb,1953,123278.8305,69
2167,3,3,Rural,1978,218661.2822,44
1553,2,3,Suburb,1965,247661.6611,57
1514,2,3,Rural,2013,249549.2123,9
2942,4,1,Suburb,1965,340004.529,57
2493,4,2,Urban,2015,306127.8068,7
1376,5,1,Rural,1957,192281.0252,65
2691,4,3,Rural,1956,303825.3475,66
2517,2,1,Rural,2017,294878.6074,5
2708,3,3,Rural,1991,293027.4591,31
1483,3,2,Suburb,1997,208617.8193,25
1451,3,2,Rural,2016,135810.142,6
2559,5,3,Rural,1977,306492.0052,45
1786,3,2,Rural,1981,139402.5347,41
2098,4,2,Suburb,1993,186298.3318,29
2063,4,2,Rural,2001,249452.8186,21
1301,2,2,Suburb,2010,108575.9756,12
2575,5,1,Urban,2005,304739.6257,17
2085,3,2,Rural,1985,137476.7221,37
2773,2,1,Urban,2018,223224.0519,4
2526,3,3,Rural,2019,282181.0538,3
1998,3,1,Urban,1952,145765.3375,70
2268,2,2,Rural,1975,224146.3614,47
1017,4,1,Urban,2011,129322.6663,11
2675,2,3,Suburb,1983,303218.9476,39
1397,5,1,Rural,1952,170104.7948,70
2006,2,1,Rural,1951,210432.7419,71
1593,3,2,Rural,1994,206711.3084,28
1188,4,1,Rural,1950,62989.08091,72
2643,2,3,Suburb,2020,327764.0374,2
2769,4,2,Urban,2004,333778.9146,18
2803,4,2,Rural,2006,286679.4128,16
1103,4,1,Urban,2011,177509.6419,11
2946,4,1,Urban,1968,343506.9984,54
2669,3,1,Rural,1976,366826.9367,46
2367,3,2,Suburb,1958,308311.3988,64
2394,3,1,Rural,1963,250799.1791,59
1032,3,2,Rural,1991,80131.35455,31
1748,3,3,Rural,2010,253324.406,12
1373,5,2,Rural,1973,170346.4752,49
2871,5,2,Urban,2020,311707.4648,2
2201,2,2,Suburb,1979,199945.9721,43
2035,4,3,Urban,1954,327006.4753,68
2886,5,2,Urban,1959,276910.8387,63
2976,3,1,Urban,1960,352809.7844,62
1740,4,1,Rural,2017,274806.2528,5
2844,3,2,Suburb,2015,288958.1417,7
2804,3,1,Urban,1989,304606.9107,33
1889,2,1,Urban,1989,112325.1911,33
1455,4,3,Rural,1970,115810.516,52
2893,3,1,Suburb,2004,395702.7372,18
2666,3,3,Rural,1979,220348.8694,43
1248,2,1,Rural,2020,138753.6506,2
1447,4,2,Urban,1968,200886.7078,54
2017,5,2,Urban,1965,198486.1513,57
1979,4,3,Rural,1978,201259.4859,44
2593,3,3,Suburb,1967,336013.9036,55
2027,5,3,Suburb,1963,191692.5254,59
2259,2,3,Rural,2012,234175.2703,10
1172,2,2,Rural,2011,93522.92259,11
2345,3,1,Urban,2010,226176.2482,12
1370,4,2,Suburb,1961,268557.9105,61
2571,3,3,Suburb,1993,219602.9519,29
1790,4,1,Suburb,1984,313737.7335,38
1748,2,2,Suburb,1970,135985.7451,52
1786,3,1,Suburb,1995,127923.2167,27
2319,3,2,Rural,1982,238114.5709,40
1839,5,1,Suburb,1959,155466.255,63
1399,3,3,Rural,1992,199541.6818,30
2081,4,1,Rural,1971,268081.8322,51
2898,5,3,Rural,2019,274501.2259,3
2553,4,2,Suburb,2008,230905.8694,14
1547,5,2,Rural,2011,214547.0344,11
1407,2,1,Suburb,2020,143640.0388,2
1640,4,1,Urban,1975,156726.1002,47
2536,4,3,Suburb,1994,266026.0991,28
1063,3,1,Rural,1985,143299.9214,37
1573,2,1,Rural,2008,201659.0264,14
2901,5,1,Urban,1959,301220.5588,63
1419,5,1,Urban,1965,201220.4538,57
2866,2,1,Suburb,1986,307348.3956,36
1145,3,1,Suburb,1955,103528.9525,67
2295,4,1,Suburb,1991,273978.2548,31
1016,4,3,Urban,1972,129658.7434,50
2815,3,3,Suburb,2006,256016.2863,16
1097,5,1,Urban,2003,290650.5512,19
1451,3,2,Urban,1999,224037.5921,23
2762,4,2,Rural,1968,330054.7938,54
1974,2,1,Urban,1974,300313.2597,48
1897,5,1,Urban,1977,200393.0074,45
2015,3,1,Urban,1976,213937.3215,46
2266,4,3,Suburb,1987,225467.128,35
1478,5,1,Urban,1952,231763.0519,70
1200,3,3,Urban,2009,155176.6729,13
2929,2,2,Urban,1988,313215.0041,34
2972,5,3,Rural,2004,289754.7594,18
2496,2,3,Suburb,1995,228326.542,27
1178,4,2,Suburb,2008,118408.4998,14
1507,5,3,Urban,1994,206281.3967,28
1452,2,3,Suburb,2008,179048.6691,14
1269,3,1,Suburb,1973,178406.6552,49
2257,2,2,Rural,1988,245290.3051,34
2647,4,3,Rural,1952,240915.3603,70
1485,3,1,Suburb,1953,185765.7844,69
1577,2,2,Rural,1954,185571.1863,68
1337,5,2,Suburb,2002,176118.0976,20
1860,2,2,Urban,1957,153296.2903,65
2972,5,2,Suburb,2008,356348.6287,14
1756,5,3,Rural,1959,199495.1845,63
1756,2,2,Rural,1959,182613.8209,63
2471,4,2,Rural,1988,283421.1629,34
1583,5,2,Urban,1986,266387.9377,36
2380,4,3,Suburb,2003,311144.7158,19
2072,5,1,Urban,2007,124070.3873,15
2519,5,3,Suburb,1990,319957.0411,32
1345,2,3,Rural,2001,225024.3356,21
1701,5,3,Rural,1991,304154.2815,31
1292,3,2,Suburb,1964,156980.5685,58
2712,2,1,Suburb,2006,241146.3994,16
2987,3,2,Suburb,2010,341659.3413,12
2696,3,1,Suburb,2021,244636.7281,1
2173,5,1,Rural,1988,251813.4069,34
2605,4,3,Suburb,2015,346052.0084,7
2568,2,3,Suburb,1954,172269.4848,68
1795,4,3,Rural,1960,178209.1857,62
2879,2,1,Rural,1989,326599.491,33
2021,3,1,Rural,1970,117589.7338,52
2283,5,3,Rural,2020,216425.5368,2
2345,5,3,Suburb,1978,414540.6385,44
1076,5,3,Urban,1988,168092.8854,34
2133,4,1,Rural,1959,249824.1109,63
1816,5,1,Suburb,1982,236279.0777,40
1895,5,3,Urban,1967,228823.3885,55
1650,4,1,Suburb,1980,315079.5546,42
1546,4,1,Urban,1999,239063.9273,23
2446,5,2,Rural,2019,257006.7568,3
1393,5,3,Suburb,1985,136056.238,37
2258,3,2,Rural,1956,269927.8775,66
2353,5,3,Suburb,2006,216198.1408,16
2735,4,1,Urban,1954,326982.9414,68
1324,2,1,Rural,1983,226553.0686,39
1150,5,1,Rural,1973,173522.2136,49
2569,2,3,Urban,1963,272827.3657,59
2659,5,1,Urban,2010,354764.2979,12
1878,5,1,Suburb,1996,267622.0572,26
2055,3,1,Urban,1978,156685.4821,44
1271,5,2,Urban,1962,164324.4193,60
1835,4,1,Suburb,1996,185754.8118,26
2845,5,2,Rural,1960,331889.8532,62
2659,2,1,Suburb,1966,253619.2685,56
2947,5,1,Rural,1997,379431.946,25
1367,4,1,Urban,2018,130822.856,4
2515,5,3,Suburb,1966,234329.9645,56
2339,2,1,Suburb,1980,244119.2691,42
1589,5,1,Suburb,1986,70339.16191,36
1587,3,2,Urban,1960,154384.0789,62
1571,5,1,Urban,1973,170446.0805,49
2620,2,3,Urban,2002,433963.6303,20
2391,2,1,Urban,1962,247279.8862,60
1079,2,3,Suburb,1964,234087.4138,58
2909,3,2,Rural,1965,326366.7876,57
2195,5,2,Rural,1983,257318.8663,39
1257,2,3,Rural,2008,202697.2712,14
1278,3,3,Suburb,1992,114850.9467,30
1503,3,3,Rural,1972,136892.7182,50
2756,2,3,Urban,1996,289754.3462,26
1557,4,3,Suburb,2015,148944.0002,7
1490,5,3,Rural,1996,163193.222,26
2608,2,1,Suburb,1967,272931.8666,55
1565,5,3,Rural,1989,176534.1135,33
2862,3,1,Suburb,1969,231158.3165,53
2756,5,2,Urban,1974,357435.8159,48
2916,4,3,Rural,1952,299037.5114,70
2360,5,2,Suburb,1980,320354.1512,42
1520,2,1,Urban,1996,190205.3827,26
1325,2,3,Urban,2019,165660.219,3
2195,2,1,Urban,1980,244355.2162,42
1083,5,3,Suburb,1977,91862.59928,45
2865,2,3,Suburb,2006,351106.3383,16
1840,5,3,Urban,1996,234084.1641,26
2547,5,3,Suburb,2009,271045.5503,13
2504,2,1,Urban,1977,308063.8265,45
2567,4,1,Rural,1970,287810.4114,52
2441,2,2,Urban,1998,240091.9839,24
2362,3,3,Suburb,2010,240968.5089,12
2824,3,2,Suburb,1953,263297.0818,69
1319,4,2,Rural,1951,170411.2595,71
1303,3,2,Suburb,2005,88639.99674,17
2295,4,1,Suburb,1980,238537.9975,42
1689,5,2,Urban,1971,215530.1913,51
2137,3,3,Urban,2004,224412.2432,18
1406,4,3,Suburb,1972,184916.8763,50
2049,2,3,Urban,2001,258999.2746,21
2260,3,2,Urban,1960,163043.1329,62
2333,3,2,Rural,2009,246771.8665,13
1683,4,2,Suburb,2009,111167.9717,13
1232,5,3,Suburb,2018,226361.2005,4
2021,4,1,Rural,1976,254827.0075,46
1548,4,2,Urban,1952,151292.4598,70
2288,3,1,Suburb,1971,218625.0501,51
2036,4,2,Rural,1984,261685.931,38
1495,2,1,Rural,1992,144222.3879,30
